Timestamp,Actor,Target,Spell,White Damage,White Crit,Yellow Damage,Yellow Crit,Buffer Income,Expected Buffer,Observed Tick,Expected Tick,Metric,Value
5/13 15:56:13.185,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,72.0,nil,0,289.43999999999994,72.0,72.36,,
5/13 15:56:13.458,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,343.0,nil,0,1029.9947222222227,343.0,343.3315740740741,,
5/13 15:56:13.711,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Bloodthirst,118.0,0,1361.0,nil,,,,,,
5/13 15:56:13.843,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death and Decay,118.0,0,519.0,nil,,,,,,
5/13 15:56:13.843,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,327.0,nil,1.0,,,,,,,
5/13 15:56:14.143,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Melee OH Crit,671.0,1,1.0,,271.35,6675.210000000002,,,,
5/13 15:56:14.143,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Blood-Caked Strike,118.0,0,219.0,nil,,,,,,
5/13 15:56:14.143,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,64.0,nil,,,,,,
5/13 15:56:14.143,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,569.0,nil,1.0,,,,,,,
5/13 15:56:14.244,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,72.0,nil,0,217.07999999999993,72.0,72.36,,
5/13 15:56:14.244,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,72.0,nil,0,217.07999999999998,72.0,72.36,,
5/13 15:56:14.244,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Icy Touch,118.0,0,1440.0,nil,,,,,,
5/13 15:56:14.244,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,Claw,118.0,0,497.0,nil,,,,,,
5/13 15:56:14.465,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,343.0,nil,0,686.6631481481486,343.0,343.3315740740741,,
5/13 15:56:14.817,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death and Decay,118.0,0,1085.0,1,271.35,6946.560000000002,,,,
5/13 15:56:15.062,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,331.0,nil,1.0,,,,,,,
5/13 15:56:15.214,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,72.0,nil,0,144.71999999999997,72.0,72.36,,
5/13 15:56:15.214,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,72.0,nil,0,144.7199999999999,72.0,72.36,,
5/13 15:56:15.466,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,343.0,nil,0,343.33157407407447,343.0,343.3315740740741,,
5/13 15:56:15.616,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Plague Strike,118.0,0,1403.0,1,434.16,7380.720000000002,,,,
5/13 15:56:15.789,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee OH Crit,732.0,1,1.0,,271.35,614.6815740740744,,,,
5/13 15:56:15.789,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death and Decay,118.0,0,1084.0,1,271.35,7652.070000000002,,,,
5/13 15:56:16.203,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,319.0,nil,1.0,,,,,,,
5/13 15:56:16.203,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,1001.0,nil,1.0,,,,,,,
5/13 15:56:16.203,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:16.203,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,72.0,nil,0,72.35999999999997,72.0,72.36,,
5/13 15:56:16.203,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,73.0,nil,0,72.35999999999991,73.0,72.36,,
5/13 15:56:16.203,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,368.0,nil,1.0,,,,,,,
5/13 15:56:16.301,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:16.807,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,103.0,nil,0,512.2346450617287,103.0,102.44692901234573,,
5/13 15:56:16.807,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death and Decay,118.0,0,519.0,nil,,,,,,
5/13 15:56:17.022,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee MH Crit,1171.0,1,1.0,,434.16,946.3946450617286,,,,
5/13 15:56:17.133,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Blood Strike,118.0,0,1734.0,1,434.16,8086.230000000002,,,,
5/13 15:56:17.240,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,72.0,nil,0,-8.526512829121202e-14,72.0,72.36,,
5/13 15:56:17.240,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,72.0,nil,0,-2.842170943040401e-14,72.0,72.36,,
5/13 15:56:17.355,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,328.0,nil,1.0,,,,,,,
5/13 15:56:17.355,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,378.0,nil,1.0,,,,,,,
5/13 15:56:17.355,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Blood-Caked Strike,118.0,0,228.0,nil,,,,,,
5/13 15:56:17.355,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:17.727,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Bloodthirst,118.0,0,1361.0,nil,,,,,,
5/13 15:56:17.838,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death and Decay,118.0,0,1139.0,1,271.35,8357.580000000002,,,,
5/13 15:56:18.061,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,158.0,nil,0,788.6622042181071,158.0,157.73244084362145,,
5/13 15:56:18.061,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,994.0,nil,1.0,,,,,,,
5/13 15:56:18.061,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:18.313,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee OH Crit,731.0,1,1.0,,271.35,1060.0122042181072,,,,
5/13 15:56:18.420,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,363.0,nil,1.0,,,,,,,
5/13 15:56:18.420,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:18.420,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,292.0,nil,1.0,,,,,,,
5/13 15:56:18.794,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death Coil,118.0,0,2994.0,nil,,,,,,
5/13 15:56:18.794,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death and Decay,118.0,0,544.0,nil,,,,,,
5/13 15:56:18.794,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,Claw,118.0,0,456.0,nil,,,,,,
5/13 15:56:19.227,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Whirlwind,118.0,0,1732.0,1,434.16,1494.1722042181073,,,,
5/13 15:56:19.227,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Whirlwind,118.0,0,761.0,nil,,,,,,
5/13 15:56:19.227,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Whirlwind,118.0,0,1732.0,1,434.16,434.15999999999997,,,,
5/13 15:56:19.227,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Whirlwind,118.0,0,476.0,nil,,,,,,
5/13 15:56:19.227,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Whirlwind,118.0,0,476.0,nil,,,,,,
5/13 15:56:19.227,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Whirlwind,118.0,0,476.0,nil,,,,,,
5/13 15:56:19.492,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Melee OH Crit,799.0,1,1.0,,271.35,8628.930000000002,,,,
5/13 15:56:19.492,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,64.0,nil,,,,,,
5/13 15:56:19.492,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,568.0,nil,1.0,,,,,,,
5/13 15:56:19.593,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,301.0,nil,1.0,,,,,,,
5/13 15:56:19.847,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death and Decay,118.0,0,1139.0,1,271.35,8900.280000000002,,,,
5/13 15:56:19.847,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Melee MH Crit,2113.0,1,1.0,,434.16,9334.440000000002,,,,
5/13 15:56:19.956,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Blood-Caked Strike,118.0,0,537.0,nil,,,,,,
5/13 15:56:19.956,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:20.202,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,249.0,nil,0,1245.1435035150894,249.0,249.02870070301788,,
5/13 15:56:20.202,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,72.0,nil,0,361.79999999999995,72.0,72.36,,
5/13 15:56:20.566,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,314.0,nil,1.0,,,,,,,
5/13 15:56:20.566,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:20.768,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,281.0,nil,1.0,,,,,,,
5/13 15:56:20.768,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death and Decay,118.0,0,545.0,nil,,,,,,
5/13 15:56:21.213,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,249.0,nil,0,996.1148028120715,249.0,249.02870070301788,,
5/13 15:56:21.213,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,72.0,nil,0,289.43999999999994,72.0,72.36,,
5/13 15:56:21.635,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,341.0,nil,1.0,,,,,,,
5/13 15:56:21.635,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Wandering Plague,118.0,0,1.0,nil,,,,,,
5/13 15:56:21.635,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Blood-Caked Strike,118.0,0,233.0,nil,,,,,,
5/13 15:56:21.635,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:21.635,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Bloodthirst,118.0,0,1078.0,nil,,,,,,
5/13 15:56:21.734,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,1075.0,nil,1.0,,,,,,,
5/13 15:56:21.734,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:21.847,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death and Decay,118.0,0,544.0,nil,,,,,,
5/13 15:56:21.847,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Icy Touch,118.0,0,1400.0,nil,,,,,,
5/13 15:56:21.847,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,302.0,nil,1.0,,,,,,,
5/13 15:56:22.051,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,410.0,nil,1.0,,,,,,,
5/13 15:56:22.051,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,Gnaw,118.0,0,37.0,nil,,,,,,
5/13 15:56:22.262,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,249.0,nil,0,747.0861021090536,249.0,249.02870070301788,,
5/13 15:56:22.262,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,73.0,nil,0,217.07999999999993,73.0,72.36,,
5/13 15:56:22.715,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,381.0,nil,1.0,,,,,,,
5/13 15:56:22.715,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Blood-Caked Strike,118.0,0,202.0,nil,,,,,,
5/13 15:56:22.715,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:23.045,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,296.0,nil,1.0,,,,,,,
5/13 15:56:23.217,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Plague Strike,118.0,0,622.0,nil,,,,,,
5/13 15:56:23.217,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,249.0,nil,0,498.05740140603575,249.0,249.02870070301788,,
5/13 15:56:23.217,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,72.0,nil,0,144.7199999999999,72.0,72.36,,
5/13 15:56:23.623,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,995.0,nil,1.0,,,,,,,
5/13 15:56:23.623,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:23.743,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Melee OH Crit,785.0,1,1.0,,271.35,9605.790000000003,,,,
5/13 15:56:23.743,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:24.190,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,Melee OH Crit,603.0,1,1.0,,271.35,9877.140000000003,,,,
5/13 15:56:24.190,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,249.0,nil,0,249.02870070301788,249.0,249.02870070301788,,
5/13 15:56:24.190,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,73.0,nil,0,72.35999999999991,73.0,72.36,,
5/13 15:56:24.722,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Blood Boil,118.0,0,1189.0,nil,,,,,,
5/13 15:56:24.842,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,380.0,nil,1.0,,,,,,,
5/13 15:56:24.842,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:25.241,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,249.0,nil,0,0.0,249.0,249.02870070301788,,
5/13 15:56:25.241,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,73.0,nil,0,-8.526512829121202e-14,73.0,72.36,,
5/13 15:56:25.241,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,309.0,nil,1.0,,,,,,,
5/13 15:56:25.495,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,1076.0,nil,1.0,,,,,,,
5/13 15:56:25.495,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:25.898,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Melee OH Crit,695.0,1,1.0,,271.35,10148.490000000003,,,,
5/13 15:56:25.898,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Blood-Caked Strike,118.0,0,195.0,nil,,,,,,
5/13 15:56:25.898,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:26.170,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,Claw,118.0,0,438.0,nil,,,,,,
5/13 15:56:26.170,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death Coil,118.0,0,6258.0,1,434.16,10582.650000000003,,,,
5/13 15:56:26.460,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,303.0,nil,1.0,,,,,,,
5/13 15:56:26.799,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee OH Crit,579.0,1,1.0,,271.35,271.35,,,,
5/13 15:56:26.978,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Melee OH Crit,634.0,1,1.0,,271.35,10854.000000000004,,,,
5/13 15:56:26.978,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:27.231,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Whirlwind,118.0,0,1372.0,1,434.16,705.51,,,,
5/13 15:56:27.231,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Whirlwind,118.0,0,603.0,nil,,,,,,
5/13 15:56:27.231,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Whirlwind,118.0,0,603.0,nil,,,,,,
5/13 15:56:27.231,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Whirlwind,118.0,0,377.0,nil,,,,,,
5/13 15:56:27.231,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Whirlwind,118.0,0,856.0,1,271.35,271.35,,,,
5/13 15:56:27.231,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Whirlwind,118.0,0,855.0,1,271.35,271.3499999999999,,,,
5/13 15:56:27.342,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,926.0,nil,1.0,,,,,,,
5/13 15:56:27.342,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Blood-Caked Strike,118.0,0,611.0,nil,,,,,,
5/13 15:56:27.342,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:27.342,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death and Decay,118.0,0,545.0,nil,,,,,,
5/13 15:56:27.614,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,Melee OH Crit,608.0,1,1.0,,271.35,11125.350000000004,,,,
5/13 15:56:28.042,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,388.0,nil,1.0,,,,,,,
5/13 15:56:28.042,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:28.042,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee MH Crit,927.0,1,1.0,,434.16,1139.67,,,,
5/13 15:56:28.206,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,45.0,nil,0,226.12500000000003,45.0,45.225,,
5/13 15:56:28.206,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,45.0,nil,0,226.12499999999991,45.0,45.22499999999999,,
5/13 15:56:28.408,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death and Decay,118.0,0,545.0,nil,,,,,,
5/13 15:56:28.738,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Bloodthirst,118.0,0,1077.0,nil,,,,,,
5/13 15:56:28.738,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,316.0,nil,1.0,,,,,,,
5/13 15:56:29.122,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,387.0,nil,1.0,,,,,,,
5/13 15:56:29.122,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,190.0,nil,0,949.725,190.0,189.94500000000002,,
5/13 15:56:29.122,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:29.122,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,942.0,nil,1.0,,,,,,,
5/13 15:56:29.122,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Blood-Caked Strike,118.0,0,597.0,nil,,,,,,
5/13 15:56:29.122,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:29.239,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,45.0,nil,0,180.89999999999992,45.0,45.22499999999999,,
5/13 15:56:29.239,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,45.0,nil,0,180.90000000000003,45.0,45.225,,
5/13 15:56:29.350,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death and Decay,118.0,0,545.0,nil,,,,,,
5/13 15:56:29.823,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,323.0,nil,1.0,,,,,,,
5/13 15:56:30.110,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,190.0,nil,0,759.78,190.0,189.94500000000002,,
5/13 15:56:30.110,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,386.0,nil,1.0,,,,,,,
5/13 15:56:30.212,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Blood-Caked Strike,118.0,0,234.0,nil,,,,,,
5/13 15:56:30.212,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:30.212,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,46.0,nil,0,135.67499999999993,46.0,45.22499999999999,,
5/13 15:56:30.212,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,45.0,nil,0,135.67500000000004,45.0,45.225,,
5/13 15:56:30.398,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death and Decay,118.0,0,1138.0,1,271.35,11396.700000000004,,,,
5/13 15:56:30.603,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,450.0,nil,1.0,,,,,,,
5/13 15:56:30.901,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Wandering Plague,118.0,0,1.0,nil,,,,,,
5/13 15:56:31.037,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,310.0,nil,1.0,,,,,,,
5/13 15:56:31.037,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,1125.0,nil,1.0,,,,,,,
5/13 15:56:31.037,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:31.037,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,190.0,nil,0,569.8349999999999,190.0,189.94500000000002,,
5/13 15:56:31.179,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,370.0,nil,1.0,,,,,,,
5/13 15:56:31.179,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Blood-Caked Strike,118.0,0,222.0,nil,,,,,,
5/13 15:56:31.179,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Necrosis,118.0,0,1.0,nil,,,,,,
5/13 15:56:31.179,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,45.0,nil,0,90.45000000000005,45.0,45.225,,
5/13 15:56:31.179,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,45.0,nil,0,90.44999999999993,45.0,45.22499999999999,,
5/13 15:56:31.359,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death and Decay,118.0,0,545.0,nil,,,,,,
5/13 15:56:32.112,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,190.0,nil,0,379.8899999999999,190.0,189.94500000000002,,
5/13 15:56:32.227,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,46.0,nil,0,45.225000000000044,46.0,45.225,,
5/13 15:56:32.227,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,45.0,nil,0,45.224999999999945,45.0,45.22499999999999,,
5/13 15:56:32.341,Pet-0-4908-571-77-26125-010025C22B,Creature-0-4908-571-77-33229-00005EBCDB,0000000000000000,329.0,nil,1.0,,,,,,,
5/13 15:56:32.341,Player-4904-00841DF3,Creature-0-4908-571-77-33229-00005EBCDB,Death and Decay,118.0,0,1138.0,1,271.35,11668.050000000005,,,,
5/13 15:56:33.046,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,190.0,nil,0,189.94499999999985,190.0,189.94500000000002,,
